,artist,designer,mechanic,category,game_type,family,publisher
223,"1030,43738",1435,2026,"1051,1019",4664,"27477,27469,63518,61979,23117","1391,3133,120"
224,11883,130,"2957,2676,2959,2011,2007,2876","1008,1011",5499,"14835,73784,43658","44,3,777"
225,"148568,61,79325,16872",61,"2040,2975,2041,2078","1079,1040",5499,"73596,11404,14661","12,24504,5530,17543,4238,39,4713,89"
226,"44171,57163,35774,122,11846","122,164","2040,2004",1002,"5498,5499","70360,8,6485","76,8,12031,2973,2775,1391,18852,98,23628,39,2962,3242,9234"
227,"17637,20628,11872,110380","76,181",2009,"1002,1008,1019,1049","4664,5497",24434,5
228,,181,"2072,2011","1064,1016,1019",4664,,5
229,11883,13,2020,"1050,1002,1038",5499,5837,133
230,11883,173,"2080,2040,2041,2003",1002,"5497,5499","132,43639",44
231,"2652,12422",160,"2040,2686","2726,1075,1002,1051,1008,1019",4664,,"5,1533"
232,"12011,78139,37676,23483,12038",13,"2080,2012,2913,2040,2915","1026,1070",5497,,"8,10768,11,30928,30521,10,41167"
233,,"7,139","2080,2078",1021,5497,,335
234,28356,157,"2013,2004,2002",1050,5499,,133
235,,"183,196","2080,2875,2850,2041,2004,2070,2686","1015,1021","5496,5497","22783,10313","403,111"
236,"35026,28100,37347",2,"2047,2004","1002,1037",5499,5636,"2691,7496,5870,2027,59,34108"
237,"37667,74",129,"2020,2002,2017","1029,1026",5499,,"29,716"
238,,149,"2080,2046,2685,2020","1023,1020,1026,1001,2710,1019","4664,5497","27383,19265,21622","42,89"
239,12257,160,"2072,2040,2891,2041,2070,2015","1002,1102,1069,1001,1019",4664,46190,5
240,,162,"2912,2850,2040,2004,3100,2686",1036,,7559,97
241,5249,"1462,720","2021,2070,2015","1021,1051,1026,1019",4664,,170
242,"19996,52259,962,12736,11902",2,"2004,2008","1002,1015",5497,,"47,142,62"
243,"12382,13034,5442,26874,25612,11,11883,12063",11,"2072,2040,2041,2008","1002,1029,1086",5497,"3,26153,61979,78,62258","37,267,4304,4335,2366,5657,4617,5530,6214,5597,10,22,8313,42"
244,61,61,"2040,2962,2048,2686,2002","1009,1002",4666,73,12
245,11883,2,,"1009,1119","5497,5499","5606,39749","9881,22"
246,"183,99965,30867",183,"2013,2007","1021,1008",,,"104,1618"
247,"3306,18597","209,18594,208","2080,2046,2072","1035,1019",4664,"64960,10315,10312,10313,58138,5613",119
248,2652,361,"2072,2676,2026,2822,2070,2849","1019,1049",4664,"64960,50153,64754",5
249,"1256,3347",174,"2046,2012,2041,2008","1055,1021,1026,2710,1011,1019","4664,5496",10642,"102,101"
250,"12261,181,20628,110380","56,181",,"1016,1019",5496,"5615,24569",5
251,"41021,29870,11872","136,175","2046,2072,2685,2070,2020,2015","1023,1026,1001,1070,1019",5497,"22783,12981,11006,11515,63529,63528,19265,54197,54200","5,1634"
252,35029,4,"2004,2008","1009,1104,1028","4666,5499","73592,26397,4891","92,420,597,1731,127,4653,4668,38"
253,,351,2026,"1102,1019",4664,"32025,57477",195
254,22084,156,"2046,2072,2070,2015","1050,1086,1019",4664,"72535,57934,64960,6471,59608,18284,68958","94,42"
255,"37484,6815",2,"2040,2005","1055,1002",5499,22783,"133,48,964"
256,4093,702,"2040,2028,2008","1026,1001",,18604,"94,1974,42,89"
257,"12831,67437",2,"2012,2040,2004","1002,1035",5499,,"157,24504,11,1386"
258,"27641,144",144,2661,"1032,1030","5498,5499",5607,"46980,4335,6214,3,9234,14078,87"
259,11888,134,"2012,2927,2004,2082","1023,1010,1035",,48,83
260,"64204,17","138,80",2017,"1026,1001",5497,50153,"41,116"
261,11883,91,"2080,2902","1021,1035",5497,"64960,68769,67862","44,3"
262,100318,183,2012,"1029,1001",,,"111,112"
263,11883,173,2017,1019,4664,,11
264,"1333,24542","1668,2014,1669","2001,2072,2975,2949,2011,2070","1050,1117,1035,1047,1019",4664,"52373,5606,6324","257,938,44625"
265,"6815,11883",2,"2011,2041,2004","1009,1050",5499,"26432,6471,61938","8,48,21438"
266,"28005,12237","114,115","2080,2014,2040,2002",1002,5499,7801,"73,7568"
267,"74499,11883,11788",7,2080,"1009,1050",4666,"5606,78573,7744","37,9881"
268,855,275,,"1002,1026,1001",5497,,"62,450"
269,11883,"42,7",2013,"1002,1054",,75031,"44,3"
270,"75070,11883",11,"2005,2008","1023,1008","5497,5499",,"934,167,9881,28,4653"
271,"12261,18858",155,,1001,"5496,5497",,5
272,1586,9,"2081,2041",1034,5497,28907,60
273,"43702,12958,43703",132,"2080,2040,2081","1009,1002",4666,61979,"81,82"
274,1158,"838,315,1050,667","2046,2072,2070,2079","1022,1010,1019","4664,5496",7005,"5,127,5899,5392,38"
275,"27907,36897",150,2015,1016,5497,"22783,6258","91,90"
276,"249,92233,11883,35740",141,"2040,2686","1002,1079",5496,,"58,29,3"
277,"7,11883",7,2005,"1021,1088",5497,"22783,5607,21991","37,42898"
278,,193,"2001,2078","1035,1019",4664,,"335,23942"
279,133556,3,"2676,2015",1009,4666,"7759,7972,26432,39749,80226,70948,4053,61979,19524","171,6514,24158,17388,5085,39371,6266,47771,793,6261,49182,23494,2432,115,39392"
280,"3034,10384,17825,9393",133,"2676,2026","1009,1017",4666,"26432,80225,61979,21376","8728,139,10094,16"
281,11883,"177,178",,1033,,"27579,44377,65600","8,103"
282,,7261,"2012,2008",1079,,22783,4
283,72650,202,2002,1009,4666,,44
284,"3,67649",143,"2875,2040,2940,2002",1025,5499,"4711,62039,78570,47199,11505,10149,66787","404,4922,4680,389,553,6189,50342,654,847,2919,1765,4612,1731,4089,200,1574,51,4721,3540,8245,335,9634,8291,2090,17882,93,9006,20,2368,32395,634,28,486,22,3994,4858,34,44714,34674,16091,359,1318,288,17229,12557,30088,8667,45308,1052,26123,59,24099,5613,30657,11953"
285,"2946,53973","179,180","2960,2011,2078,2876",1041,"4665,5499","7835,5607","34,858,46567"
286,11883,13,"2014,2913,2072,2004","1021,1008,1031",5499,"12018,18319",34
287,28548,1130,"2080,2072","1035,1086",5497,64960,22
288,16579,190,2012,1021,,5607,253
289,,"83763,137","2685,2831","1032,1089,2650,1041,1072,1064,1037",4665,"7535,5597,6204","3475,934,9068,23762,13173,253,454,4417,51,153,19208,2721,8291,9325,17166,4539,8931,17039,17072,4554,6290,20,22,1905,964,45931"
290,3,366,2040,"1048,1002,1019",4664,,65
291,"2652,12422,661",661,"2072,2026,2070","1019,1049",4664,"57313,10643,11966,18581,10635,73775,61979,72016","5,1391"
292,"9163,16414,12428,12440",153,"2001,2072","1116,1016,1019",5496,"12743,61979","26,44217"
293,11883,11,"2012,2013,2072","1021,1026",,56419,31
294,,37031,"2686,2002",1002,5499,22783,"6103,4680,1935,1772,45885,1731,51,920,28,22,1322,59,26208,34108"
295,,148,"2080,2072,2040,2686",1021,5499,"64788,4462","4680,253,28,59"
296,3,24,2078,"1009,1008",4666,"26432,78565,73596,61979,4891,4049","92,2456"
297,,3,2676,1009,4666,"26432,73596,61979,4891,10072",92
298,"11883,50716,144001,75070,126762",2,"2041,2661,2004",1002,5499,"19253,62079,5743,8374,68034,26414","8,29,27311,44563,9881,49655,37303,35071,50209,41167,3,18090,9215,254"
299,"11800,32564",10,"2004,2009",1002,"5497,5499",,"47,5382"
300,,620,"2040,2004","1002,1025",5499,"6485,2250,62039","8,52118,109"
301,74,"74,75","2040,2980,2019,2009","1089,1002",5499,"7543,7265,17676,6979,7975,7544,7760,7834,7269,17023,19223,131,8120","54,50573,6784,7992,2962,3,9234"
302,28548,2,"2940,2988","1009,1029",4666,"5607,39749,61979,10620",22
303,"50009,11883",2,2040,"1023,1002",5499,,"8,22649"
304,35234,2,"2014,2040",1002,5499,,"73,21608,10,1386"
305,,366,"2081,2005","1021,1034",,38,65
306,,9,2040,"1089,1023",,7975,60
307,"962,12386","7,8","2013,2007,2939,2015","1021,1035,1026,1011",5497,"22783,20094,67862,6963","1015,5657,47,538"
308,11902,24,"2004,2020",1002,5499,,37
309,11883,50,2009,1002,5499,6485,"8,55"
310,"76341,72258",206,2009,1002,,,"404,8,117,93"
311,"12653,12017,11989","138,24",2040,"1002,1039,1040",5499,"22783,17740,11515,3400","29,17,131"
312,"11901,11883",50,"2040,2009",1002,5497,56257,"8,1020,30958,41167,29154"
313,11883,2,"2012,2920","1084,1086",5497,,37
314,11883,"146,147","2072,2876",2650,5499,"6973,28578",44
315,"9019,126814,11883",2,"2072,2661,2876",1017,5499,67707,"8,5657,17159,5530"
316,"54057,7387,11795",2,2040,"1089,1002,1041",5499,"7265,7760","1705,6275,22,7496,18852,3446"
317,,191,,"1002,1035","5496,5499",22839,108
318,"99725,30844,11883",166,"2040,2948","1089,1031",5499,"7760,6507,7366,63206,61936,11505","267,29,404,9068,496,2366,1906,103,5095,351,661,495,16499,6416,99,34,3,95"
319,18535,159,,"1009,1089,1031",4666,6979,"99,34"
320,11883,2,"2012,2004",1002,5499,"7334,7269,132","44,9881,37303,41167,3"
321,"27881,74",4,"2007,2004,2940,2008",1021,5497,"18690,78590,39749,18691,70360,67862,13265","29,716,3,38"
322,28068,9,2009,1002,,,60
323,7,7,"2072,2035",1031,5499,"7530,66486,10310,67845",11
324,,"184,185",2009,1002,,,"264,105"
325,"11478,33724",2,"2040,2020,2009",1002,5499,"5743,73717,61207","74,48702,1901"
326,,"3132,2324,2325","2040,2048,2686","1009,1002,1041,1028",5499,78567,"5030,2081,9588,520,20,433,1250,84,3198,59"
327,"26009,37367",77,"2040,2004,2019","1002,1040",5499,"28631,24439,59705,11,2250","597,6214,39,55"
328,"18051,45899,18050,123923",2,"2857,2040,2981,2004",1002,5499,"13105,9960,61979,28174","74,8923,26638,44144,24042,2973,8328,38305,44563,2778,2962,17952,36563,21053,38,38448,3446,17786,45931"
329,,263,2012,"1023,1002",,,145
330,"37377,37088",12,"2012,2020,2002",1055,5497,43675,38
331,72517,145,"2080,2040",1016,5497,,88
332,855,142,"2955,2078",1002,"4666,5497","19299,61979,78,64793",37
333,,16527,"2041,2035",1021,,,9880
334,,6,"2010,2007","1021,1034",5497,"22783,6363,39",65
335,"1624,13695",103,"2004,2686","1002,1034",5499,2250,10
336,,1057,,"1009,1032",4666,"61204,73590","4456,780,3539,1562,6338,12089,6774,8571,3250,4067"
337,,41,2072,"1002,1017",,,33
338,"11901,114459,43001,11788",7,"2891,2035","1023,1081",5499,6363,"402,34,267,8,420,1299,7496,858,2627,3"
339,,2,"2014,2072","1089,1017,1031,1038",5499,"7523,5730",103
340,"5312,28023",207,"2072,2040,2035","1089,1031,1038","5496,5499",5730,118
341,"59341,12654",186,"2007,2035","1008,1090",5499,6485,"4,674,106,868,964"
342,"13849,17324,11845",125,2040,"1023,1002","5497,5499",3833,"78,41"
343,24191,163,"2072,2004","1002,1038",5499,"78602,61979,78,5551",37
344,176,176,2020,1023,,,"4,87"
345,37364,182,,"1089,1002",,"7543,7265,45672,7975,7488,17023,19223",46
346,"616,18283,45544,14644,280",61,"2831,2015","1002,1046,1120,1037","5496,5499","8374,5601","12,40959,4441,89"
347,13649,667,2011,"1022,1093,1036,1016",5499,7559,5
348,"26874,22516,22515,11902",132,"2080,2040,2081,2041,2686",1009,4666,"70360,70354,61979,78,18319,51732","37,267,3475,5657,4617,8923,8291,5597,2528,3,9234,42,4932"
349,962,"42,7",,1002,,,47
350,"19562,20015,13767,15141,20016,1475,30810,28381,14560,19977,14541,11989,11988,11990","17068,1150,222,21","2001,2015","1044,1010,1019",4667,"49247,6229,5137","8,17,42"
351,"35026,150190,123923",2,"2013,2040,2005","1089,1002",5499,"6979,7834,19030,19328,27383,12925,76,28767","8,18856,597,531,17,3395,20,44563,9881,2962,9234"
352,,395,"2008,2015",1001,5497,,110
353,"33306,53971,12657,12565",4,2012,1023,,"18687,78573",34
354,,4,"2072,2661,2004",1017,,,38
355,11883,147,"2860,2011,2876","1032,1089",5499,"74574,64990,5552,61979,78","37,10,42"
356,11847,24,2020,"1089,1041,1031","4665,5499","6480,7973","267,29,73,597,155,6214,8931,6290,20,131"
357,,"199,200",2002,1021,,28947,335
358,1463,"2420,1463,1462","2046,2016","1089,1023,1002,1046","4666,5497","22783,62615,61979","8,3350,7891,5400,40,5444"
359,12591,227,2047,"1002,1045",,78573,46
360,,"408,407",2002,1031,,,140
361,,60,"2013,2040","1002,1021",,,100
362,12121,"34,223,224,35,36",2017,"1023,1039",,,122
363,"17742,36697",7,"2041,2078","1093,1031",5499,9314,"2631,99"
364,,27783,2020,"1002,1037",,,8
365,4476,4476,"2072,2004","1030,1027,1025",5498,"6994,39749,10787,8041,62862","11,200,1574,1235,304,288,964"
366,11883,173,2040,1016,5499,5610,"44,3"
367,,"203,204",2035,"1021,1034,1011",5497,,5
368,"12516,12193,2652,13649,13456","1329,58","2012,2026,2910,2900,2081,2911,2005,2002,2874","1021,1034,1011",5497,"26432,64960,14835,70710,19","5,234,267,12540,10,3888"
369,928,"197,58","2012,2081,2005","1021,1034",5497,"10643,19","133,10"
370,"27910,21797,23115",198,"2012,2081,2005,2002","1021,1034",5497,"10168,19",10
371,"27910,21797,23115",198,"2012,2026,2081,2005","1021,1034",5497,"14835,70710,19,43658",10
372,,21,"2011,2002,2008","1001,1016,1019",4664,,17
373,"12261,71,12252,667","364,667","2072,2676,2026,2947,2070,2974","1019,1049",4664,"12226,25084,61979",5
374,3,5966,"2040,2686","1002,1021",5498,17438,4027
375,11883,11,2012,"1017,1031",5499,,44
376,"43327,43328,3030",7,,"1010,1031","5497,5499",,34
377,"30281,30280",166,2020,"1023,1002,1116",,10491,"11,288"
378,"962,11800",60,"2080,2040,2041,2004","1052,1002,1029,1021,1079,1035",5499,"21973,18698,13111,12226,10309,14835,3431,27579,62881,62258","47,100,22"
379,"102034,44835,35690,65231,11883",7,"2040,2871,2823,2020","1002,1098",5499,"7530,70360,76458,5012,66890,6485","8,267,4304,157,46980,7162,9068,26638,44144,2378,485,4819,562,33618,8845,155,5530,6214,405,5640,8291,40841,3218,9325,10,7772,3395,3504,5320,2891,2528,22,2956,9234,55,38709"
380,"22512,22513,12565",488,"2013,2072,2005",1021,5497,"7691,78568","4089,144,8291,99,34,3"
381,11883,13,"2040,2876,2004","1009,1002",4666,"70354,62428","404,403,133"
382,11883,218,"2014,2676,3006,2009","1055,1002,1031",5499,43639,"29,716,3"
383,"27901,12872",217,"2961,2011,2078","1041,1010,1059,1028",5499,"78573,114,6485","34,11165"
384,"12830,12620,11883,41897,77322,16880","4088,5491,5495,5492,5493,5490","2967,2078,2016,2019","1039,1097",5499,"9925,17446,14759,49383,66325","34,10428,1906,9401,858,14304,8291,2627,20,99,9234,33440"
385,,91,2020,"1055,1013","5497,5499",7530,11
386,15016,14,2072,1021,"5497,5499","22783,61205",13
387,34291,210,"2040,2035","1031,1038","5497,5499","22783,5663,66168","3320,1765,897,335"
388,"68048,3030","221,24",2055,"1039,1028","4666,5499","65478,11111,71084","847,23205,335,8565,11652"
389,"37200,44242,37201,11883",7,"2072,2661,2876,2035,2939",1041,"4665,5499","64948,7479,70360","34,8,420,5530,3504,43237"
390,"49954,8577","138,24",2041,1031,,10647,73
391,,10797,,"1009,1032,1041",4666,5902,"51,152,6290,20,28"
392,,310,2072,"2650,1031",5499,"6973,14044","28,964"
393,3,229,"2676,2940",1009,4666,"26432,78574,68769","1280,124,264"
394,"28010,28270",215,2009,1002,,,121
395,12823,"257,258",2004,1002,,"71190,2250","74,108"
396,74,"74,75","2078,2035","1089,1041",5499,7519,54
397,74,2,"2040,2686",1031,5499,"22066,12924,27554",133
398,,2,,1002,5499,6206,335
399,34275,88,,"1002,1040,1093",5496,"28631,7510,14759","2055,103,1574,38"
400,,214,"2040,2011,2876,2939","1031,1038","5497,5499","22783,6206",74
401,"36802,250",250,2039,"1031,1034","5497,5499",7988,"24762,26,689"
402,,158,"2080,2040,2910,2904,2911,2897","1021,1008,1090","5497,5499","22783,78573",133
403,74,"74,75",2014,"1089,1031",,7542,54
404,"76846,40174,41753,14753,49922,13924,16448,49894,13376,43829,13641,13375,29182,17124,14681,13518,29183,13948,12036,29184,13419,29185,29186,13832,15963,29187,19565,14936,13631,12827,19627,29189,13306,12503,14761,41134,29190,13794,12497,19412,13632,41752,50887,29191,14417,29192,29193,15492,29194,16052,29195,3330,40178,19411,38001,22772,13737,14425,49412,29287,13526,15314,14642,130341,19612,43247,41755,29288,13241,14268,29289,29290,15024,26712,14287,41877,12511,40182,13343,14765,15223,15464,29293,13455,29916,29917,2092,15019,29918,15135,14648,21006,12509,13718,29920,40243,29927,12096,29964,29965,13485,14657,29966,15121,33547,13312,24690,6071,11994,19567,9234,1038,50031,16051,29967,14937,14611,61,29968,15054,50027,29970,13797,29972,14861,29973,14291,21583,14699,29975,15504,18043,616,33437,14889,16619,14049,13089,18175,40189,40190,49899,16447,9859,15020,26864,40192,14508,17517,15560,14762,17298,16463,16637,21333,43708,14763,20339,16336,14947,13325,19922,40198,15008,14939,49930,40199,16294,14445,14733,15806,50032,14862,40203,12443,49851,40216,25640,12233,14946,14232,14231,50034,40218,40219,25255,13949,12012,33326,13630,26040,14202,40221,11884,25804,14959,13634,40222,30016,21806,49895,40224,40225,40242,28288,19878,14953,12019,40228,40229,40230,40231,40232,40234,13635,39597,40235,39876,19686,40237,14616,40248,40249,40250,28138,14745,16455,40252,15935,13636,13637,14756,14446,41751,17160,40260,33097,12534,14525,14792,24244,17763,40263,18931,21498,14825,13920,40305,13990,19475,31445,40309,13379,31500,24402,14299,29346,19569,40313,41754,13452,33025,14950,17306,40316,15368,15537,21427,13413,14757,14940,40317,17057,14109,40318,31983,21761,12502,15563,14047,13896,27196,40321,1657,16674,49850,15805,13950,13638,12501,15225,18781,5249,14302,17323,5211,14635,40324,40325,15220,39678,40328,16451,20578,40329,486,18929,40330,14316,13951,5318,49388,19348,13979,49870,14097,19538,40333,13976,50030,40334,50023,28793,19806,29291,21995,40656,14239,35766,41875,14317,24268,10548,41876,885,15025,14106,20577,15843,17518,40339,12090,14585,40340,14704,14960,14976,14625,13418,14758,15929,14348,19664,14737,40344,11803,40345,17472,25506,40347,14278,40348,13063,16659,17256,14855,40349,14075,12316,40350,14705,15517,27508,13983,13326,40351,15100,4087,12086,34343,15449,15016,40355,17970,16872,40357,14961,15546,9373,41872,19127,49892,14076,40361,49932,40362,40363,40364,13234,14337,35624,17109,18391,40233,12495,14449,280,40368,40369,15026,12651,40370,19631,16234,14349,40372,40373,18624,14900,18258,14284,14679,14685,19413,40379,40380,25737,40383,40382,40384,49893,15011,15329,15043,14719,13711,15144,15012,29225,40388,40389,14759,40392,15018,12593,17551,1427,12080,40395,24115,13610,19805,40397,12269,40398,11883,43820,41873,14978,14949,19435,15197,40401,14764,40402,13412,16192,14760,40404,40405,40406,13199,23763,24739,22395,14957,49861,19062,1857,14443,36526,40410,14691,2582,40413,40411,40412,40414,40415,40416,40417,40419,40418,41874,13243,41756,1208,40421,40422,40423,40424,40425,49934,40426,12296,50690,40427,40428,13456",14,"2014,2984,3004,2040,2902,2837,2685,2686","1002,1044,1010,1046",4667,"49247,44437,61206,6040,6485,76930",13
405,"11507,1586,11478,11883",104,"2676,2876,2940","1009,1089,1031","4666,5499","7260,26432,78608,64990,68769,10167,65774","8,151,37303,3491"
406,37708,"1414,314","2013,2020",1023,,,175
407,"12058,143907","138,24","2078,2035,2019","1039,1081",5499,"17740,5902,11515","17917,2366,8923,6214,8291,4539,4554,17811,20,12047,2528,22,14346,6123,3,23599,131,26208"
408,,211,,1089,,7349,772
409,,24,2007,"1023,1041,1010",4665,,11
410,28070,216,,1001,"5496,5497",14835,10
411,3025,"219,220",,1015,,,47
412,"9163,979,12428,12430,779,12488,4802,12429,12431,12427","228,183","2072,2661,2003,2028,2002,2015","1022,1020,1010",5496,"59218,7005,5666,8132","404,26,38"
413,11883,249,2040,1002,,,29
414,"15063,13649","225,226",2080,"1021,1026,1001",5497,"22783,46190","1391,123"
415,"80022,121599,11883",2,"2012,2919,2040,2081,2041,2004","1023,1001",5497,"68105,9961,58,60111","9,34,29,1391,4696,3,2861,538"
416,3,1640,2040,"1002,1001",5497,"34116,4891",92
417,,858,"2035,2005","1021,1064",,"13111,14835","4195,16"
418,"12519,11886,11994,125,18416,11995,1150,11992,11993,12017,107782,21,11989,19965",125,"2838,2984,2902,2836,2004,2686,2833,2015","1023,1002,1029,1039,1010,1035","5497,5499","27646,3400","133,267,3475,157,47848,6784,7162,24631,6194,2738,2973,18788,17,5527,4617,15605,5530,18852,38926,9634,6214,8291,5597,3395,3364,7992,125,504,38,33998,8266,8313,9234,31987,538,44209"
419,12591,230,,1002,,"22783,27383,11604,61979",46
420,,6,"2046,2012","2726,1001,1019","4664,5497","22783,50153",7
421,,138,"2080,2072,2040,2011,2019,2939,2827","1009,1035,1086",5497,"68769,11006,70354,58598","3,131,26208"
422,11883,"183,242,241","2012,2040,2020",1031,5499,5607,"403,34"
423,"28510,43616,12130,17673,116777,17672,21974",255,"2080,2046,2915,2685,2858,2020","1023,1026,1001,2710,1019",5497,"25158,50153,63535,11006,10643,57617,11515,63529,11966,19265,58955","5,1064,4,157,4871,41,253,103,858,12879,1338,3458,335,16499,2721,920,807,28,4653,272,28072,12819,95"
424,,262,"2047,2011,2003,2016,2015","1009,1023,1044,1039,1010,1045",4667,"6229,153","4871,335"
425,"12469,11883",256,,"1089,1002,1041",5499,7379,"29,6275,6011,2962,34,6123,3,9234"
426,"12810,11901,12045",12,2060,"1089,1041,1037",4665,5743,"267,8,157,108,155,6214,7772,7992,244,3"
427,,5354,"2046,2016,2020","1009,1069","4664,4666",,"126,288"
428,"2119,28586",7,2004,1002,,,"74,34"
429,"29009,22516,22515",173,2040,1002,,61979,127
430,231,231,"2072,2026","1010,1082,1120,1019",4664,,"3249,1754"
431,11883,86,"2080,2040,2081,2041","1035,1086","5497,5499","64960,68769,16809","44,267,25637,3"
